Model,Year,Status,Mileage,Price,MSRP
2023 Acura MDX Advance,2023,New,Not available,$65.89_),$1.997 price drop
2023 Acura MDX Advance,2023,New,Not available,$65.89_),Not specified
2019 Acura ILX Technology Package,2019,Used,28.1210 mi.,$25.50_),Not specified
2023 Acura MDX A-Spec,2023,New,Not available,$61.15_),Not specified
2017 Acura MDX 3.5L,2017,Used,55.8120 mi.,$25.57_),$631 price drop
2023 Acura RDX A-Spec,2023,New,Not available,$48.99_),Not specified
2020 Acura MDX 3.5L Technology & A-Spec Pkgs,2020,Used,26.8150 mi.,$40.99_),Not specified
2017 Acura RDX Base,2017,Used,112.7730 mi.,$18.99_),Not specified
2023 Acura MDX A-Spec,2023,New,Not available,$61.65_),Not specified
2020 Acura MDX 3.5L,2020,Acura Certified,50.6510 mi.,$32.62_),Not specified
2014 Acura MDX 3.5L Technology Package,2014,Used,91.640 mi.,$22_),Not specified
2014 Acura MDX 3.5L,2014,Used,132.0630 mi.,$15.52_),Not specified
2015 Acura RLX Technology Package,2015,Used,33.1880 mi.,$25.98_),Not specified
2012 Acura MDX 3.7L Technology,2012,Used,70.5160 mi.,$17.50_),Not specified
2011 Acura TSX 2.4,2011,Used,132.0390 mi.,$11.68_),Not specified
2013 Acura ILX 2.0L w/Premium Package,2013,Used,116.0280 mi.,$12.20_),$583 price drop
2020 Acura RDX Technology Package,2020,Used,19.4090 mi.,$36.78_),Not specified
2020 Acura RLX Sport Hybrid Advance Package,2020,Used,19.7720 mi.,$50_),Not specified
2009 Acura TSX Technology,2009,Used,110.7940 mi.,$11.22_),Not specified
2013 Acura TSX 2.4,2013,Used,93.880 mi.,$16.50_),$500 price drop
2018 Acura TLX V6 w/Technology Package,2018,Used,94.5660 mi.,$24.60_),Not specified
2010 Acura TSX 2.4,2010,Used,132.7690 mi.,$11_),Not specified
2021 Acura RDX Base,2021,Used,18.5560 mi.,$35.87_),Not specified
2023 Acura Integra Base,2023,New,Not available,$32.40_),Not specified
2023 Acura RDX Technology Package,2023,New,Not available,$45.70_),Not specified
2021 Acura TLX Advance,2021,Acura Certified,37.750 mi.,$35.36_),$893 price drop
2023 Acura TLX A-Spec,2023,New,Not available,$49.99_),MSRP $48.800
2012 Acura TL Technology,2012,Used,159.0770 mi.,$10_),Not specified
2021 Acura RDX A-Spec,2021,Used,32.2140 mi.,$36.49_),$397 price drop
2020 Acura RDX Advance Package,2020,Used,17.3230 mi.,$37.99_),Not specified
2023 Acura TLX Technology,2023,New,Not available,$44.74_),MSRP $44.745
2020 Acura MDX 3.5L,2020,Used,43.8150 mi.,$31.28_),$2.500 price drop
2018 Acura TLX V6 w/Technology Package,2018,Used,56.9270 mi.,$23.95_),Not specified
2014 Acura RDX Technology,2014,Used,85.7780 mi.,$18.98_),Not specified
2019 Acura MDX 3.5L w/Technology Package,2019,Acura Certified,42.4370 mi.,$33_),Not specified
2022 Acura MDX Type S,2022,Acura Certified,7.3340 mi.,$58.97_),Not specified
2023 Acura MDX Advance,2023,New,Not available,$65.19_),Not specified
2023 Acura Integra w/A-Spec Package,2023,New,Not available,$34.40_),MSRP $34.395
2023 Acura TLX Type S,2023,New,Not available,$57.74_),Not specified
2019 Acura TLX FWD,2019,Acura Certified,18.6340 mi.,$27.40_),Not specified
2017 Acura RDX Base,2017,Used,59.1580 mi.,$22.55_),Not specified
2014 Acura RDX Technology,2014,Used,79.6680 mi.,$20.99_),Not specified
2020 Acura TLX Technology,2020,Used,28.6660 mi.,$28_),Not specified
2023 Acura MDX A-Spec,2023,New,Not available,Not Priced,Not specified
2022 Acura TLX A-Spec,2022,New,Not available,$47.24_),MSRP $47.245
2016 Acura MDX 3.5L,2016,Used,38.4330 mi.,$26.99_),Not specified
2012 Acura TL 3.5,2012,Used,19.8660 mi.,$21_),Not specified
2020 Acura ILX Premium & A-SPEC Packages,2020,Acura Certified,29.0480 mi.,$27.91_),Not specified
2018 Acura MDX 3.5L,2018,Used,82.4830 mi.,$25.90_),Not specified
2015 Acura RDX Technology Package,2015,Used,77.3490 mi.,$18.34_),Not specified
2022 Acura MDX A-Spec,2022,Acura Certified,17.40 mi.,$53.49_),Not specified
2023 Acura MDX A-Spec,2023,New,Not available,$61.65_),Not specified
2015 Acura TLX Tech,2015,Used,55.0 mi.,$17.41_),Not specified
2020 Acura ILX Premium Package,2020,Used,40.440 mi.,$24.98_),Not specified
2014 Acura RDX Technology,2014,Used,105.290 mi.,$15.28_),Not specified
2020 Acura TLX V6 w/Technology Package,2020,Used,30.7510 mi.,$28.46_),Not specified
2020 Acura RDX Base,2020,Used,35.6870 mi.,$31.50_),$500 price drop
2023 Acura TLX A-Spec,2023,New,Not available,$50.20_),MSRP $50.195
2009 Acura MDX Base,2009,Used,109.8020 mi.,$13.99_),Not specified
2023 Acura MDX Advance,2023,New,Not available,$65.19_),Not specified
2023 Acura Integra A-Spec Technology,2023,New,Not available,$37.40_),Not specified
2020 Acura TLX V6 w/Technology Package,2020,Used,37.2720 mi.,$26.50_),$1.300 price drop
2020 Acura ILX Base,2020,Used,33.6090 mi.,$26_),Not specified
2019 Acura RDX A-Spec,2019,Used,54.4840 mi.,$34_),Not specified
2021 Acura TLX Base,2021,Used,42.5320 mi.,$29.27_),$792 price drop
2020 Acura TLX FWD,2020,Acura Certified,24.4010 mi.,$26.95_),$544 price drop
2013 Acura TSX 2.4,2013,Used,109.3870 mi.,$13.28_),$150 price drop
2020 Acura MDX 3.5L,2020,Acura Certified,45.9450 mi.,$34.99_),$2.000 price drop
2023 Acura MDX Advance,2023,New,Not available,$64.69_),Not specified
2023 Acura Integra w/A-Spec Tech Package,2023,New,Not available,$38.08_),Not specified
2020 Acura TLX FWD,2020,Acura Certified,16.1790 mi.,$26.77_),Not specified
2020 Acura MDX 3.5L w/Advance Package,2020,Used,22.0560 mi.,$44.92_),Not specified
2021 Acura ILX ,2021,Used,6.3160 mi.,$29_),Not specified
2020 Acura RDX Advance Package,2020,Acura Certified,9.1360 mi.,$40.98_),Not specified
2015 Acura TLX V6 Tech,2015,Used,120.1170 mi.,$18_),Not specified
2023 Acura RDX A-Spec,2023,New,Not available,$48.70_),Not specified
2020 Acura MDX 3.5L,2020,Used,22.3680 mi.,$40.98_),$1.000 price drop
2020 Acura RLX FWD w/Technology Package,2020,Acura Certified,22.3420 mi.,$39.99_),$2.000 price drop
2020 Acura RDX Technology Package,2020,Used,27.7340 mi.,$36.99_),$600 price drop
2020 Acura TLX V6 w/Technology Package,2020,Used,52.5230 mi.,$28.60_),Not specified
2019 Acura RDX A-Spec,2019,Used,38.1790 mi.,$37_),$1.000 price drop
2013 Acura TSX 2.4,2013,Used,107.0810 mi.,$14_),$650 price drop
2020 Acura RDX Technology Package,2020,Used,26.3220 mi.,$38_),Not specified
2020 Acura RDX A-Spec,2020,Used,28.1540 mi.,$37.52_),Not specified
2023 Acura Integra A-Spec Technology,2023,New,Not available,$37.40_),Not specified
2022 Acura ILX Premium & A-SPEC Packages,2022,Acura Certified,6.8430 mi.,$29.40_),$759 price drop
2023 Acura TLX A-Spec,2023,New,Not available,$47.80_),Not specified
2023 Acura Integra A-Spec,2023,New,Not available,$34.40_),MSRP $34.395
2023 Acura MDX Advance,2023,New,Not available,$66.06_),Not specified
2022 Acura MDX A-Spec,2022,Used,11.1790 mi.,$56.89_),Not specified
2016 Acura RDX ,2016,Used,97.7690 mi.,$18.90_),Not specified
2016 Acura MDX 3.5L w/Advance Package,2016,Used,27.7430 mi.,$26.98_),Not specified
2021 Acura TLX Technology,2021,Acura Certified,13.7240 mi.,$35_),Not specified
2020 Acura TLX FWD,2020,Acura Certified,34.2680 mi.,$24_),Not specified
2021 Acura TLX Technology,2021,Used,8.550 mi.,$36.50_),$500 price drop
2023 Acura Integra A-Spec,2023,New,Not available,$34.40_),MSRP $34.395
2019 Acura RDX Technology Package,2019,Used,47.3320 mi.,$30.95_),Not specified
2023 Acura TLX A-Spec,2023,New,Not available,$50.91_),Not specified
2022 Acura ILX Premium & A-SPEC Packages,2022,Acura Certified,7.1710 mi.,$29.60_),$620 price drop
2015 Acura ILX 2.0L,2015,Acura Certified,89.9420 mi.,$15.66_),Not specified
2013 Acura MDX 3.7L Advance,2013,Used,61.1580 mi.,$21.90_),Not specified
2018 Acura TLX Technology,2018,Used,48.1120 mi.,$21_),Not specified
2020 Acura MDX 3.5L w/Advance Package,2020,Used,30.2390 mi.,$43.64_),Not specified
2020 Acura TLX FWD,2020,Used,45.1770 mi.,$23.89_),Not specified
2014 Acura MDX 3.5L Technology Package,2014,Used,103.4510 mi.,$16.50_),$200 price drop
2023 Acura MDX Technology,2023,Acura Certified,2.4570 mi.,$52.75_),Not specified
2023 Acura MDX Technology,2023,New,Not available,$58.15_),Not specified
2020 Acura RDX Base,2020,Used,49.7350 mi.,$28.59_),$400 price drop
2022 Acura MDX Type S w/Advance Package,2022,Used,12.9920 mi.,$65_),$1.500 price drop
2023 Acura MDX Advance,2023,New,Not available,$65.30_),Not specified
2018 Acura MDX 3.5L w/Technology Package,2018,Used,58.4950 mi.,$29_),$1.500 price drop
2022 Acura MDX Type S,2022,New,Not available,$68.39_),MSRP $67.200
2018 Acura TLX V6 A-Spec,2018,Used,70.580 mi.,$27.22_),$652 price drop
2020 Acura TLX V6 w/Technology Package,2020,Acura Certified,30.6150 mi.,$34.49_),$366 price drop
2020 Acura MDX 3.5L,2020,Used,15.8230 mi.,$37.46_),Not specified
2023 Acura MDX Technology,2023,New,Not available,$55.45_),MSRP $55.445
2023 Acura RDX A-Spec,2023,New,Not available,$50.90_),MSRP $50.895
2018 Acura RDX ,2018,Used,45.2250 mi.,$26_),$2.000 price drop
2022 Acura MDX A-Spec,2022,Acura Certified,13.5490 mi.,$57.85_),$541 price drop
2017 Acura TLX V6 w/Technology Package,2017,Used,39.9270 mi.,$31.50_),Not specified
2019 Acura TLX V6 w/Technology Package,2019,Used,13.6710 mi.,$29.40_),$100 price drop
2023 Acura MDX Advance,2023,New,Not available,$65.19_),MSRP $63.500
2014 Acura RLX Technology Package,2014,Used,157.7780 mi.,$11.22_),Not specified
2019 Acura RDX Base,2019,Used,35.3680 mi.,$33.46_),$534 price drop
2016 Acura MDX 3.5L AcuraWatch Plus Package,2016,Used,137.0730 mi.,$18_),$1.000 price drop
2022 Acura MDX Type S,2022,Acura Certified,13.2370 mi.,$60.90_),$1.057 price drop
2013 Acura RDX Base,2013,Used,76.9680 mi.,$19.68_),Not specified
2023 Acura MDX Type S w/Advance Package,2023,New,Not available,$74.89_),MSRP $74.895
2023 Acura TLX Technology,2023,New,Not available,$44.74_),MSRP $46.091
2019 Acura TLX V6,2019,Used,52.8050 mi.,$24.50_),Not specified
2023 Acura TLX Technology,2023,New,Not available,$45.24_),MSRP $44.150
2020 Acura MDX 3.5L w/Technology Package,2020,Used,24.1250 mi.,$35.99_),$1.000 price drop
2017 Acura MDX 3.5L w/Technology Package,2017,Used,83.0590 mi.,$25.91_),Not specified
2005 Acura TSX ,2005,Used,135.460 mi.,$8_),Not specified
2020 Acura TLX V6,2020,Acura Certified,27.2850 mi.,$33.22_),$228 price drop
2021 Acura RDX Technology Package,2021,Used,11.2920 mi.,$41_),Not specified
2023 Acura MDX Technology,2023,New,Not available,$55.95_),Not specified
2023 Acura Integra w/A-Spec Package,2023,New,Not available,$34.40_),Not specified
2023 Acura TLX A-Spec,2023,New,Not available,$49.11_),Not specified
2023 Acura MDX A-Spec,2023,New,Not available,$61.74_),MSRP $61.745
2019 Acura TLX V6 Technology & A-Spec,2019,Used,61.3620 mi.,$27.50_),Not specified
2017 Acura NSX Base,2017,Used,21.0740 mi.,$129.99_),Not specified
2008 Acura TL ,2008,Used,245.0220 mi.,$4.90_),Not specified
2020 Acura RDX A-Spec,2020,Used,58.940 mi.,$37.37_),$1.544 price drop
2023 Acura RDX Technology Package,2023,New,Not available,$45.90_),MSRP $44.200
2019 Acura ILX Base,2019,Acura Certified,43.6690 mi.,$23.21_),$535 price drop
2019 Acura TLX Technology,2019,Used,18.7270 mi.,$26.90_),Not specified
2020 Acura ILX Premium Package,2020,Acura Certified,25.6180 mi.,$25.53_),Not specified
2021 Acura TLX Technology,2021,Acura Certified,11.4490 mi.,$33.57_),$212 price drop
2009 Acura RDX ,2009,Used,127.9340 mi.,$9.59_),Not specified
2023 Acura MDX A-Spec,2023,New,Not available,$61.74_),Not specified
2015 Acura TLX V6 Advance,2015,Used,102.6520 mi.,$19.47_),Not specified
2020 Acura TLX A-Spec,2020,Used,16.9360 mi.,$38_),Not specified
2020 Acura TLX FWD,2020,Used,21.4390 mi.,$23.05_),$1.475 price drop
2021 Acura TLX Technology,2021,Used,41.8680 mi.,$31.91_),Not specified
2022 Acura TLX A-Spec,2022,Used,9.0820 mi.,$40.60_),$1.001 price drop
2021 Acura TLX Technology,2021,Used,6.50 mi.,$36.50_),$500 price drop
2019 Acura TLX FWD,2019,Used,36.1360 mi.,$26_),Not specified
2023 Acura Integra A-Spec,2023,New,Not available,$34.40_),MSRP $34.395
2019 Acura TLX Technology & A-Spec,2019,Used,30.3960 mi.,$29.05_),Not specified
2019 Acura MDX 3.5L w/Technology Package,2019,Used,39.20 mi.,$31.46_),$1.233 price drop
2020 Acura MDX 3.5L,2020,Used,20.4790 mi.,$42_),Not specified
2022 Acura MDX Type S w/Advance Package,2022,Used,3.6940 mi.,$67.45_),Not specified
2017 Acura TLX V6,2017,Used,38.3820 mi.,$22.50_),$345 price drop
2021 Acura ILX Premium Package,2021,Acura Certified,16.880 mi.,$27.71_),Not specified
2015 Acura TLX FWD,2015,Used,56.4550 mi.,$21_),Not specified
2020 Acura MDX 3.5L w/Advance Package,2020,Used,55.7570 mi.,$40.58_),$327 price drop
2011 Acura MDX 3.7L Technology,2011,Used,137.2620 mi.,$14.25_),Not specified
2022 Acura ILX Premium & A-SPEC Packages,2022,Used,8.7530 mi.,$30_),Not specified
2021 Acura TLX A-Spec,2021,Used,30.6150 mi.,$36.99_),Not specified
2021 Acura RDX Base,2021,Used,10.0630 mi.,$38.66_),Not specified
2022 Acura MDX Type S,2022,Acura Certified,18.130 mi.,$61.58_),Not specified
2013 Acura ILX 2.0L w/Premium Package,2013,Used,98.9190 mi.,$17_),Not specified
2020 Acura ILX Technology Package,2020,Used,39.7860 mi.,$25.46_),Not specified
2017 Acura MDX 3.5L,2017,Used,102.6360 mi.,$25_),Not specified
2020 Acura TLX A-Spec,2020,Used,40.1450 mi.,$32.70_),$259 price drop
2014 Acura MDX 3.5L Technology Package,2014,Used,90.7580 mi.,$19.39_),$611 price drop
2022 Acura MDX A-Spec,2022,Used,7.4950 mi.,$54.70_),Not specified
2020 Acura MDX 3.5L,2020,Used,34.6210 mi.,$36_),$500 price drop
2020 Acura TLX A-Spec,2020,Acura Certified,52.9140 mi.,$31.34_),Not specified
2023 Acura Integra w/A-Spec Package,2023,New,Not available,$35.09_),Not specified
2022 Acura ILX Premium & A-SPEC Packages,2022,Acura Certified,6.3360 mi.,$30.19_),$687 price drop
2019 Acura TLX FWD,2019,Used,18.140 mi.,$28_),Not specified
2021 Acura TLX Technology,2021,Acura Certified,10.0190 mi.,$36.50_),$500 price drop
2023 Acura MDX Advance,2023,New,Not available,$65.30_),Not specified
2023 Acura MDX Base,2023,New,Not available,$53.55_),Not specified
2017 Acura RDX Technology Package,2017,Acura Certified,61.8350 mi.,$24.48_),Not specified
2012 Acura TSX 2.4,2012,Used,91.9160 mi.,$15.99_),Not specified
2019 Acura RDX Advance Package,2019,Used,32.0 mi.,$36_),Not specified
2019 Acura RDX A-Spec,2019,Used,49.8150 mi.,$34_),Not specified
2020 Acura MDX 3.5L,2020,Used,43.9780 mi.,$33.91_),Not specified
2020 Acura TLX V6,2020,Used,21.040 mi.,$34.99_),Not specified
2019 Acura TLX V6 Technology & A-Spec,2019,Used,24.3830 mi.,$30_),Not specified
2020 Acura RDX Technology Package,2020,Used,33.9250 mi.,$32.23_),Not specified
2020 Acura RDX Technology Package,2020,Acura Certified,38.7150 mi.,$32.99_),$893 price drop
2023 Acura MDX A-Spec,2023,New,Not available,$61.15_),Not specified
2023 Acura MDX Technology,2023,New,Not available,$58.24_),Not specified
2023 Acura MDX A-Spec,2023,New,Not available,$61.74_),Not specified
2021 Acura ILX Premium Package,2021,Used,2.0550 mi.,$28.45_),Not specified
2020 Acura RDX Technology Package,2020,Acura Certified,36.9850 mi.,$37.99_),Not specified
2020 Acura RDX Technology Package,2020,Used,10.1490 mi.,$37.90_),Not specified
2023 Acura TLX Technology,2023,New,Not available,$45.05_),MSRP $45.045
2023 Acura MDX Advance,2023,New,Not available,$65.30_),MSRP $65.295
2022 Acura RDX A-Spec,2022,Acura Certified,9.6070 mi.,$44.53_),$460 price drop
2022 Acura RDX A-Spec,2022,Used,8.5330 mi.,$46.49_),Not specified
2022 Acura MDX Advance,2022,Used,36.240 mi.,$50.83_),Not specified
2020 Acura MDX 3.5L w/Technology Package,2020,Used,33.2950 mi.,$38.98_),$1.009 price drop
2020 Acura MDX 3.5L w/Technology Package,2020,Used,36.8010 mi.,$38.70_),$300 price drop
2017 Acura MDX 3.5L w/Technology Package,2017,Used,91.0 mi.,$25.39_),Not specified
2023 Acura MDX Advance,2023,New,Not available,$65.19_),MSRP $65.195
2020 Acura RDX Advance Package,2020,Acura Certified,31.0980 mi.,$36.99_),Not specified
2020 Acura MDX 3.5L w/Advance Package,2020,Used,47.1870 mi.,$40.99_),$621 price drop
2023 Acura RDX A-Spec,2023,New,Not available,$50.90_),Not specified
2021 Acura TLX Advance,2021,Used,17.4580 mi.,$39.99_),Not specified
2019 Acura ILX Base,2019,Used,36.7840 mi.,$24_),$1.000 price drop
2019 Acura TLX V6 w/Technology Package,2019,Used,30.3640 mi.,$31.46_),Not specified
2019 Acura TLX V6 w/Technology Package,2019,Used,30.6550 mi.,$25.90_),Not specified
2020 Acura TLX FWD,2020,Used,21.1860 mi.,$25.69_),Not specified
2022 Acura MDX Type S w/Advance,2022,Used,8.4250 mi.,$65.80_),$200 price drop
2016 Acura TLX V6 Tech,2016,Used,70.3950 mi.,$19.50_),$222 price drop
2023 Acura Integra A-Spec Technology,2023,New,Not available,$37.40_),MSRP $36.300
2021 Acura RDX Technology Package,2021,Used,20.4410 mi.,$37.99_),$1.002 price drop
2012 Acura TL Technology,2012,Used,101.5680 mi.,$12.79_),$209 price drop
2020 Acura ILX Premium Package,2020,Used,33.640 mi.,$23.80_),$800 price drop
2017 Acura TLX V6 w/Technology Package,2017,Used,59.2170 mi.,$22_),$890 price drop
2020 Acura TLX Technology,2020,Used,38.0110 mi.,$28.79_),$400 price drop
2023 Acura TLX A-Spec,2023,New,Not available,$50.59_),Not specified
2020 Acura TLX V6,2020,Used,33.2810 mi.,$30.14_),Not specified
2021 Acura RDX A-Spec,2021,Used,20.6470 mi.,$39.56_),$363 price drop
2020 Acura MDX 3.5L w/Technology Package,2020,Used,70.0610 mi.,$34.89_),Not specified
2022 Acura MDX Advance,2022,New,Not available,$63.65_),Not specified
2022 Acura MDX A-Spec Package,2022,Acura Certified,13.3710 mi.,$55.98_),Not specified
2018 Acura TLX V6 A-Spec,2018,Used,66.4360 mi.,$25.75_),Not specified
2023 Acura MDX A-Spec,2023,New,Not available,$61.65_),MSRP $59.950
2021 Acura RDX A-Spec,2021,Used,19.6090 mi.,$41.94_),$4.051 price drop
2017 Acura NSX Base,2017,Used,17.370 mi.,$144.99_),Not specified
2020 Acura RDX Technology Package,2020,Acura Certified,25.8860 mi.,$36.99_),$211 price drop
2021 Acura TLX Advance,2021,Acura Certified,36.1650 mi.,$38.46_),Not specified
2019 Acura TLX V6 w/Technology Package,2019,Used,70.2510 mi.,$22.85_),Not specified
2021 Acura RDX Technology Package,2021,Used,7.4650 mi.,$40.29_),$200 price drop
2011 Acura MDX 3.7L,2011,Used,109.2010 mi.,$12.98_),Not specified
2017 Acura MDX 3.5L w/Technology Package,2017,Used,94.660 mi.,$27_),Not specified
2022 Acura TLX A-Spec,2022,New,Not available,$49.45_),MSRP $49.445
1993 Acura Integra LS,1993,Used,54.9160 mi.,$14.99_),Not specified
2020 Acura MDX 3.5L w/Advance Package,2020,Acura Certified,27.6840 mi.,$41.36_),$1.513 price drop
2023 Acura Integra A-Spec Technology,2023,New,Not available,$37.40_),Not specified
2016 Acura MDX ,2016,Used,103.3650 mi.,$20_),$1.000 price drop
2016 Acura MDX ,2016,Used,44.0040 mi.,$28_),$1.000 price drop
2020 Acura RDX Technology Package,2020,Used,41.7040 mi.,$34.20_),$300 price drop
2016 Acura MDX 3.5L,2016,Used,158.8370 mi.,$14.90_),Not specified
2015 Acura TLX V6 Advance,2015,Used,103.170 mi.,$20_),Not specified
2019 Acura MDX 3.5L,2019,Used,50.5820 mi.,$28.94_),Not specified
2023 Acura MDX A-Spec,2023,New,Not available,$61.65_),MSRP $61.645
2020 Acura MDX 3.5L,2020,Used,9.7260 mi.,$40.96_),Not specified
2020 Acura TLX Technology,2020,Used,33.3450 mi.,$23.50_),$300 price drop
2016 Acura MDX 3.5L w/Technology Package,2016,Used,70.9250 mi.,$24.99_),Not specified
2020 Acura TLX FWD,2020,Used,45.0 mi.,$26_),Not specified
2023 Acura MDX A-Spec,2023,New,Not available,$61.65_),Not specified
2023 Acura MDX Advance,2023,New,Not available,$65.19_),Not specified
2017 Acura RDX ,2017,Used,51.3550 mi.,$26_),$1.000 price drop
2016 Acura MDX 3.5L w/Advance Package,2016,Used,97.6320 mi.,$22.86_),Not specified
2023 Acura Integra w/A-Spec Package,2023,New,Not available,$35.09_),Not specified
2023 Acura TLX A-Spec,2023,New,Not available,$50.20_),MSRP $50.195
2020 Acura MDX 3.5L w/Technology Package,2020,Acura Certified,49.0050 mi.,$36.24_),$228 price drop
2023 Acura MDX Advance,2023,New,Not available,$65.19_),MSRP $65.195
2017 Acura NSX Base,2017,Used,5.9490 mi.,$153_),Not specified
2023 Acura RDX Technology Package,2023,New,Not available,$47.90_),Not specified
2020 Acura RDX Base,2020,Used,49.5010 mi.,$31_),Not specified
2020 Acura MDX 3.5L,2020,Used,10.3910 mi.,$40.99_),Not specified
2019 Acura ILX Premium Package,2019,Used,30.8290 mi.,$29.39_),Not specified
2022 Acura RDX Advance Package,2022,Acura Certified,7.290 mi.,$46.38_),$1.965 price drop
2023 Acura MDX Advance,2023,New,Not available,$64.69_),MSRP $64.695
2023 Acura MDX Technology,2023,New,Not available,$57.65_),Not specified
2019 Acura TLX Technology,2019,Used,38.750 mi.,$22.99_),Not specified
2020 Acura RDX Technology Package,2020,Acura Certified,30.5180 mi.,$36.99_),Not specified
2020 Acura MDX 3.5L w/Advance Package,2020,Used,35.690 mi.,$42.64_),$181 price drop
